Comment Number,Comment Text
908,"Had me super scared for a minute until I remembered John Dilworth is the creator. Still hope he can put out one more series, though since the voice actors of Eustace and Muriel are dead it'd be a tad harder"
909,R.I.P
910,R.I.P
911,I loved this show as a kid and could not stop watching it. Also gave me nightmares lol. But kept on watching.
912,Spent many nights watching the “Stupid dog” we need Cartoon Network and ￼￼Toonami back! Rest up
913,R.i.p
914,Rest in peace sir
915,Childhood memories
916,My childhood cartoon
917,"One of my first intros to spooky things, rest up!"
918,"Thank you for this show, we all really loved it and still do, it made our childhood days beautiful and memorable, Rest in Peace"
919,Gonna watch the show tonight in his honor. RIP
920,Rest in peace
921,Rest in peace
922,Deepest condolences po
923,What happened to the movie that was suppose to come out ?
924,Thanks for blessing my childhood! W show! W creator! Rest in peace great man! We love Courage. We love you.
925,That show was soooooooooooo dark at times
926,He is with Murial now
927,Courage was voiced by Marty Grabstein and he's still very much alive. This guy was a writer for the show. RIP
928,"To me, this is the best cartoon of my childhood"
929,Didn’t the show stop years ago?
930,My ALL TIME FAVORITE cartoon !!!!!!!!!
931,Rest in Peace David Steven Cohen.
932,Esmeralda Velazquez rip
933,My favourite memories from childhood
934,Rest peacefully Dave.
935,This just broke my heart
936,Rest in Peace
937,"Several times a year, for no reason whatsoever, I will blurt out “buy Flantasy Flan”. Loved that show. RIP."
938,"Rest in Peace, loved this show"
939,I miss u.. Courage
940,I had the urge to watch Courage earlier today so i put it on for a bit and now i read this.
941,I loved this sooo much!!!!!
942,RIP
943,Rest in peace
944,Thank you for making my childhood fun and creepy!!!! Rest easy to a brilliant writer
945,So many good memories of watching this with my older brothers. Thank you. RIP
946,Rip
947,There goes my childhood
948,Amen
949,Childhood hero REST IN PEACE
950,RIP
951,This was my favorite cartoon rest well
952,This is absolutely heart breaking. One of my favorites growing up.
953,"Rest in peace sir.
GIPHY"
954,Beautifully said
955,Marion Denielle Santos .. one of your favorite childhood cartoon ..
956,"Thank you for all the wonderful laughs and memories, David. RIP"
957,I always watch this show and never know who created till now.
958,Rest In Peace.
959,"Rest in peace, ya stupid dog"
960,Why does he look like courage
961,How did he die
962,"Courage was so good as a cartoon. I remember when I was a kid at my grandparents house they only watched old western movies, nothing modern, especially not cartoons. But they would see us watching courage and my grandpa absolutely fell in love with tha…
See more"
963,RIP Sir
964,I absolutely loved Courage The Cowardly Dog. Still watch it on Max and Checkered Past
965,Rip
966,we’re getting older
967,Goodbye. My most fav.
968,RIP to a legend
969,Thank you for the scares and fun memories sir “the things i do for love” one day l’ll find myself saying those words too R.I.P to the best there was
970,Courage is being afraid.. but still doing it Anyway
971,"Awww no way! I loved this show growing up, even if it did terrify me!!"
972,where’s the “hE gOt tHe jAb” warriors?
973,"Honestly this show hit so close to home. I grew up in a part of my town a lot of people considered nowhere because it was so tucked away. My mother, the sweet lady that seemed gullible, but put up with zero tolerance for bs. My father, loving when need…
See more"
974,RIP
975,Rip you made my childhood great
976,R.I.P.
977,Chai rest on a great genius
978,"My favorite Cartoon and My favorite Channel
Rest in Peace sir.…
See more"
979,I just KNOW this post was written by chat GPT
980,Rip
981,"I'm definitely getting a bathtub barracuda tattoo now
RIP a legend"
982,Rest in paradise! You will be forever missed!
983,Thankyou Cn for this entire Love
984,This was barely legal for me as kid but what it did was expand your views what a good energy rip brother
985,"R.i.p
The things we do for love. Still true and ill never stop saying it. What a good dog!"
986,Rip to this legend.
987,Rip
988,Rest easy legend
989,Rest in paradise
990,Aws
991,Rip
992,not my comfort show
993,I love Courage.
994,Courage how’s one that be using Al in all questions
995,"Thanks for the great memories. Courage isn’t about not being afraid, rather it is about being terrified yet still pushing yourself through the fear and through the unknown. R.I.P."
996,Rip a legend
997,Rip
998,I have a CN leg piece and courage was my first add. Love this cartoon. RIP.
999,Lot of memories
1000,One of my fave cartoons until now
